Date(UTC),Gas_Fees,Network_Utilization,Ether_Price,Network_Hash_Rate,Block_Difficulty,Block_Count_Reward,Block_Reward,Block_Size,Block_Time,Daily_Active_ERC20,Daily_Active_Eth,Gas_Limit,Gas_Used,Ethereum_Daily_Transactions,Uncles
6-21-2018,13047918845,0.8985,525.77,282764.1807,3456.54,5872,20457.75,23526,14.29,313329,369142,7997573,42185388286,752035,1196
6-22-2018,38878511772,0.8836,462.16,284625.7577,3428.843,5820,20648.25,24500,14.51,342212,374568,7997058,41118162291,770457,1352
6-23-2018,14029394940,0.7926,474.18,280672.2867,3394.469,5922,20649.1875,20591,14.24,290778,330059,7997115,37530869888,675918,1222
6-24-2018,16163435399,0.803,455.25,281667.0977,3454.86,5881,20359.03125,20968,14.35,303479,341625,7996853,37766116343,671994,1163
6-25-2018,15637044897,0.8732,458.82,282781.5154,3396.681,5665,20534.625,25228,14.88,359197,479604,7997459,39552748088,837265,1528
6-26-2018,12011100131,0.8775,429.58,280157.7279,3362.827,5748,20639.4375,23860,14.59,402866,366154,7996631,40325053173,732170,1450
6-27-2018,12446563365,0.8739,441.75,288133.7823,3486.661,5847,20588.34375,24580,14.45,423591,375754,7997355,40864261407,771938,1293
6-28-2018,11696277117,0.8658,420.72,279301.5766,3406.501,5762,20390.8125,23926,14.62,402642,387761,7996957,39892109183,744784,1322
6-29-2018,12115784768,0.862,435.25,277277.2425,3378.95,5764,20369.0625,23219,14.62,328559,367634,7997361,39736452466,735092,1326
6-30-2018,34210516007,0.9202,453.42,287848.4026,3470.085,5870,20640.46875,22085,14.29,205792,249734,7997418,43190516935,632981,1297
07-01-2018,59842298209,0.953,451.95,276235.7552,3361.517,5837,20429.90625,22500,14.38,196368,194680,7997780,44488940344,622633,1263
07-02-2018,86348485003,0.9365,476.58,281066.2288,3392.111,5929,20661.5625,19625,14.17,228402,233290,7997320,44403826830,489559,1230
07-03-2018,82063750329,0.9438,461.95,285353.1633,3455.917,5809,20492.34375,22047,14.54,358074,229397,7998027,43841659879,573532,1325
07-04-2018,59083789609,0.9472,467.19,282978.2286,3436.789,5837,20472.09375,18915,14.44,316154,227125,7997570,44201388565,447112,1277
07-05-2018,48722316331,0.941,467.55,292250.0375,3560.407,5808,20421,21492,14.5,348372,248750,7997598,43708739479,527586,1284
07-06-2018,70207114167,0.9372,469.93,287617.8867,3511.897,5844,20420.25,19221,14.4,322510,216614,7997355,43792443117,459075,1232
07-07-2018,60236707195,0.9435,485.81,290970.122,3525.427,5820,20519.53125,19710,14.51,317083,213953,7997489,43915762993,484105,1311
07-08-2018,35585852337,0.8783,486.19,285211.1629,3452.745,5697,20415,22366,14.75,373210,268811,7997465,40007496507,631505,1440
07-09-2018,25829787141,0.9262,471.48,292711.4538,3531.174,5855,20650.03125,22362,14.37,401673,285438,7997465,43370048739,651926,1307
07-10-2018,21324119980,0.9071,432.69,285475.5765,3499.091,5783,20358.9375,23429,14.54,416963,287127,7997848,41946839108,691771,1266
07-11-2018,19054597794,0.9127,445.59,277618.9439,3357.072,5931,20674.6875,22106,14.21,425718,266502,7998137,43293417007,643920,1214
07-12-2018,29189063475,0.926,430.91,280736.7326,3441.983,5993,20510.4375,21238,14.15,369903,250056,7997820,44373182422,566058,1054
7-13-2018,29846792155,0.9488,432.46,277972.6386,3446.238,5953,20293.5,20793,14.27,351415,233407,7998220,45172389925,563317,1016
7-14-2018,57677945355,0.9439,433.74,278402.5296,3424.541,6006,20453.8125,19583,14.13,320285,226291,7997630,45337468864,508951,1018
7-15-2018,48216188725,0.9227,449.62,280223.7415,3422.096,6067,20610.375,18676,13.99,428870,225376,7997870,44769838833,453706,1008
7-16-2018,18562899613,0.9067,478.75,280468.6157,3445.541,5851,20378.8125,23433,14.48,404837,328178,7997219,42392342609,703999,1182
7-17-2018,17548648323,0.9082,499.06,286575.539,3450.889,5889,20738.8125,23583,14.33,384210,337052,7997955,42744624469,701292,1286
7-18-2018,15413432909,0.9033,479.02,284188.3364,3478.378,5757,20329.3125,23590,14.71,338615,390950,7996824,41558538732,746145,1302
7-19-2018,13033482562,0.9201,468.65,280865.4338,3433.815,5793,20430.5625,23728,14.56,345257,358454,7996822,42598680722,734702,1274
7-20-2018,15878840129,0.9238,448.84,276215.2061,3427.893,5838,20184.75,21230,14.58,258054,329711,7997656,43107705894,671608,1124
7-21-2018,15826395751,0.9146,461.04,265356.9052,3236.425,5997,20569.78125,19169,14.12,247558,281166,7997780,43848849860,620634,1087
7-22-2018,11032570831,0.915,457.65,277879.9228,3345.711,5975,20770.21875,20793,14.23,360624,323244,7996800,43686039590,675356,1201
7-23-2018,15546838989,0.9178,449.63,287300.9941,3515.978,5862,20439.5625,23066,14.49,299431,385356,7996724,43020718994,758657,1198
7-24-2018,15414715967,0.9058,479.47,282719.1101,3425.937,5815,20560.40625,24225,14.61,323055,408341,7997333,42108371249,784910,1315
7-25-2018,13351179160,0.912,471.28,289873.6853,3475.588,5900,20773.6875,24159,14.41,311619,409874,7996782,42981057409,787527,1306
7-26-2018,12324821471,0.9131,462.03,287517.1961,3529.121,5852,20419.78125,23504,14.51,361159,368305,7996385,42685455814,725630,1187
7-27-2018,10745209264,0.8667,469.69,286980.17,3503.12,5909,20513.71875,22766,14.41,287941,402720,7996352,40925241441,788715,1169
7-28-2018,11542424148,0.7961,468.55,288229.5692,3544.916,5991,20441.0625,19586,14.16,248914,361597,7996641,38092270390,703973,1034
7-29-2018,9257167474,0.7907,466.2,289579.6618,3557.469,6010,20493.28125,21871,14.15,287725,350971,7995682,37955708262,716354,1023
7-30-2018,10934695303,0.8608,456.56,289075.2031,3562.924,5963,20414.90625,23849,14.25,323542,368815,7996260,40983817703,757712,1047
7-31-2018,11023798202,0.8793,431.99,290345.5569,3529.739,5919,20595.375,23919,14.33,311363,367697,7996680,41561563320,745063,1188
08-01-2018,36681296496,0.9074,419.87,287162.3906,3515.278,5861,20427.09375,24727,14.49,309416,368594,7996702,42361321878,757758,1197
08-02-2018,10200915813,0.9067,410.83,292800.3203,3554.081,5854,20550.75,24602,14.51,309681,363700,7996659,42271396577,779928,1264
08-03-2018,10514159674,0.9033,417.62,285672.7276,3477.335,5916,20516.8125,22395,14.38,315830,387948,7996273,42649322806,753190,1182
08-04-2018,9924637420,0.8915,406.91,292889.4426,3565.682,6003,20602.3125,21272,14.2,326934,335532,7995954,42480556982,720548,1094
08-05-2018,8072326506,0.8866,408.81,293048.5066,3567.619,5932,20529.46875,22206,14.26,332385,315435,7996383,41847737983,704249,1165
08-06-2018,12535927147,0.9117,404.95,293327.109,3595.327,5923,20410.3125,23317,14.35,324508,342890,7995701,42982705325,699536,1126
08-07-2018,25250639628,0.9394,377.94,291954.5748,3566.362,5875,20398.3125,19803,14.45,180937,310987,7995768,44010142032,636342,1198
08-08-2018,57398987243,0.9547,355.57,294985.5601,3591.201,5957,20559,16263,14.19,85147,272401,7996479,45392269325,565663,1140
08-09-2018,53118840657,0.9437,363.51,295911.9974,3606.036,5930,20526.75,15543,14.28,88801,264337,7996647,44636390636,538530,1160
08-10-2018,34476266415,0.8972,331.57,292146.4903,3582.381,5926,20444.625,18596,14.33,143944,300801,7996322,42486678014,613892,1120
08-11-2018,14836056985,0.831,318.01,293393.2115,3553.789,5945,20636.625,20285,14.24,275359,327442,7996986,39400853006,657312,1188
08-12-2018,10976239504,0.8333,318.2,285376.3397,3490.941,5835,20352.375,19754,14.55,279594,325901,7996219,38774637147,641927,1228
8-13-2018,14813774854,0.8359,284.03,285178.2999,3500.413,5872,20400.65625,21954,14.45,275450,342714,7996188,39237766345,694941,1167
8-14-2018,16051359286,0.8249,278.31,286578.1953,3545.297,5952,20331.75,21862,14.27,266638,325296,7996481,39228141511,690348,1032
8-15-2018,15051933577,0.8774,281.24,283434.3978,3506.907,5965,20347.3125,19765,14.26,250897,318019,7996219,41795094541,648565,1018
8-16-2018,12638796914,0.8794,286.8,279030.9812,3436.675,5940,20427.65625,22328,14.27,270430,345016,7996791,41608463240,716732,1075
8-17-2018,39211744629,0.9127,317.57,284891.2505,3483.034,5840,20504.90625,20514,14.51,188211,301691,7996633,42577478825,607270,1227
8-18-2018,16113373784,0.9085,294.85,280430.8589,3441.651,5883,20469.09375,22512,14.39,274766,294918,7996678,42503730084,627522,1157
8-19-2018,14361319521,0.8819,299.62,282006.0502,3468.867,5930,20455.6875,22015,14.27,237780,289103,7997021,41562371454,599660,1094
8-20-2018,12426913415,0.8744,270.81,283826.5336,3494.743,5932,20446.21875,25134,14.24,266523,323289,7995770,41363507891,663769,1085
8-21-2018,13046942385,0.8978,281.13,286170.3659,3516.086,5961,20493.28125,25249,14.21,318839,286021,7997251,42748700585,605639,1071
8-22-2018,17019976734,0.8953,270.37,289763.7194,3593.969,5922,20301.375,22830,14.34,250761,295215,7996919,42264220552,594918,1044
8-23-2018,14051914381,0.9008,275.83,279114.193,3451.971,5853,20343.84375,24307,14.46,268706,292230,7998467,42065549337,599557,1133
8-24-2018,21501969162,0.9004,281.37,282957.45,3431.231,5946,20734.03125,22859,14.27,302623,306331,7997139,42623018333,596227,1179
8-25-2018,11428670781,0.8938,277.56,283524.6978,3500.505,5926,20423.25,24937,14.36,303584,292298,7995897,42291755913,577239,1072
8-26-2018,16106529314,0.8924,274.3,288842.6926,3569.734,5947,20420.625,24193,14.21,242332,303181,7995696,42412745552,574072,1044
8-27-2018,12387120423,0.8765,288.02,285297.4737,3495.42,5942,20547.9375,24863,14.22,452215,322122,7995063,41618999135,645935,1110
8-28-2018,12808584631,0.9041,295.55,282969.428,3491.155,5898,20383.59375,25984,14.31,387929,313813,7996190,42611722775,613844,1105
8-29-2018,17290135695,0.871,288.67,278007.4815,3456.093,5890,20270.25,24552,14.42,321829,258943,7995415,40990484124,546841,1060
8-30-2018,13559213793,0.884,284.15,279549.2413,3432.294,5910,20493.28125,23668,14.33,309862,276281,7995762,41748317671,592847,1127
8-31-2018,14419214330,0.8913,281.66,280439.7219,3465.884,5953,20426.0625,22118,14.24,280985,280263,7995719,42390979718,577258,1038
09-01-2018,11043181909,0.8925,295.36,277588.8544,3427.219,5880,20385.9375,23748,14.48,260640,310363,7995875,41936588522,656254,1118
09-02-2018,10276825820,0.8679,295.02,274831.7379,3385.921,6027,20502.5625,23061,14.07,255292,318098,7996522,41773080784,620267,986
09-03-2018,12111122355,0.8791,288.97,274967.4979,3406.537,5887,20324.90625,25005,14.44,246003,320342,7995329,41333831573,631429,1087
09-04-2018,13885223845,0.8739,285.23,276727.458,3394.754,5968,20545.40625,23087,14.21,220324,299260,7995502,41619433121,589521,1075
09-05-2018,12606166478,0.8458,228.27,277065.298,3435.482,5956,20328.375,25414,14.24,211072,306687,7995536,40180824691,626957,1012
09-06-2018,14951867224,0.8653,229.52,276862.3513,3399.788,6048,20568,23479,14.04,501725,293095,7995882,41771236119,588959,988
09-07-2018,14734121984,0.8853,215.14,272247.9516,3399.656,5913,20220.5625,25113,14.37,822252,296254,7994901,41748180692,582184,1006
09-08-2018,12166983189,0.8994,196.77,271323.9081,3375.92,5936,20285.25,25208,14.31,227662,277065,7996008,42557339489,543337,1008
09-09-2018,12538460676,0.8909,195.99,257770.4413,3209.593,5899,20266.875,22118,14.41,223626,279793,7995247,41908318225,565631,1040
09-10-2018,13452874427,0.8684,197.14,260772.6661,3220.98,6007,20436.75,23522,14.19,227152,273426,7995466,41544023685,561611,988
09-11-2018,15682663024,0.8465,185.15,255565.1744,3197.34,6002,20245.125,22317,14.21,265030,250196,7995854,40499473258,557317,904
09-12-2018,16182751014,0.8686,183.03,252569.2634,3133.092,6043,20403.1875,24133,14.05,232959,250193,7996023,41821110210,570673,922
9-13-2018,16645393282,0.8359,211.27,246361.6094,3049.956,6004,20422.78125,24041,14.14,255219,266722,7995284,39998835686,555753,975
9-14-2018,14645624925,0.8513,208.87,253565.5649,3142.743,6066,20431.96875,26309,14.04,272905,241301,7995760,41155885095,514394,905
9-15-2018,13261799419,0.8815,221.63,254429.8705,3146.685,6051,20437.03125,25808,14.03,248096,210966,7995227,42479824388,479695,935
9-16-2018,13161379589,0.8691,220.12,253293.4755,3129.495,6113,20509.125,27185,13.92,257032,209731,7995881,42347625627,458432,880
9-17-2018,15406825205,0.8672,196.04,254187.1006,3140.087,6080,20480.4375,25919,13.95,270569,254633,7995346,42025095355,553720,914
9-18-2018,25201881762,0.8622,208.39,253649.0746,3178.892,5967,20177.53125,26176,14.2,246920,225909,7995512,41072862147,500513,927
9-19-2018,19871422869,0.8748,209.78,257726.225,3170.66,6123,20548.875,20024,13.94,150438,217448,7996790,42797060711,507255,900
9-20-2018,15892963469,0.8454,224.76,256660.2049,3176.542,6014,20424.28125,24244,14.15,245445,234017,7996844,40629078208,498146,967
9-21-2018,18242050701,0.8578,247.69,255415.9684,3112.105,6084,20719.40625,26244,13.96,207629,246240,7997094,41721367477,544686,1007
9-22-2018,14429730599,0.8534,240.78,262892.1809,3278.09,6038,20321.53125,25021,14.09,225426,217765,7996365,41200809253,470309,891
9-23-2018,13141149214,0.8441,244.55,260332.227,3248.982,6080,20324.53125,25761,13.96,219857,215114,7996326,41005393483,468627,843
9-24-2018,16838604807,0.8561,227.92,261741.3439,3264.682,6075,20340,28688,13.99,232885,217869,7995473,41546126422,480337,852
9-25-2018,16972035503,0.8594,219.2,259333.6504,3222.555,6113,20420.25,28211,13.94,252435,230534,7996188,42001178534,519108,840
9-26-2018,16344658408,0.8805,214.21,266760.1081,3283.669,6112,20603.15625,29742,13.93,267637,215167,7996248,43022447700,493507,907
9-27-2018,16744302672,0.8756,229.09,265516.5942,3276.765,6081,20512.125,29477,14.03,250499,235021,7996095,42550467914,504047,920
9-28-2018,18138439166,0.8634,221.56,264448.9358,3285.647,6098,20415,28068,13.96,224041,237297,7996049,42049467383,500407,856
9-29-2018,21874799566,0.8167,231.32,259938.0808,3265.763,6095,20239.6875,20428,13.93,155101,201920,7995408,39766603646,434315,782
9-30-2018,16556363668,0.8056,232.6,263793.7941,3260.161,6114,20511.09375,23846,13.89,239755,231317,7997727,39336715212,479351,877
10-01-2018,18941010255,0.7913,230.89,259027.1628,3240.653,6095,20302.40625,24593,13.92,248083,222643,8000304,38550173670,476308,811
10-02-2018,19034870185,0.7956,225.41,259556.2604,3211.925,6180,20514.1875,24107,13.8,216030,219857,8000268,39210756138,490262,802
10-03-2018,13248714205,0.8337,219.97,258086.8149,3226.085,6075,20295.46875,21423,14,229479,259694,8000206,40441198221,559006,837
10-04-2018,13254100643,0.8318,221.76,261317.7945,3261.753,6146,20369.625,22655,13.86,193684,269798,8000262,40791755826,559181,776
10-05-2018,13568425987,0.8146,227.9,259922.335,3277.001,6099,20177.0625,20849,13.99,200643,285833,8000366,39567592626,595361,754
10-06-2018,9435830094,0.7954,224.62,261827.4556,3252.609,6222,20491.96875,17610,13.7,217021,284751,8000313,39476085282,596865,733
10-07-2018,11769350664,0.6806,225.65,263804.8258,3275.289,6241,20521.3125,15402,13.66,183678,231586,8000233,33826478161,497767,718
10-08-2018,14576687784,0.7402,229.33,266039.6993,3311.602,6179,20426.8125,17036,13.78,211915,251484,8000291,36578754051,542842,762
10-09-2018,12984496071,0.7522,227.49,263567.6875,3289.361,6149,20351.0625,18245,13.9,241622,255082,8000331,37000810498,537028,774
10-10-2018,15893091379,0.6935,225.26,263745.3818,3294.91,6168,20361.75,16867,13.83,167436,246001,8000193,34139298437,516772,748
10-11-2018,15385072382,0.7676,189.83,259550.9898,3219.699,6143,20487.5625,18166,13.87,168798,260510,8000173,37661276962,570525,822
10-12-2018,29285035983,0.7814,195.97,259276.4273,3237.209,6170,20381.8125,20202,13.83,540913,255527,8000288,38451490999,562140,750
10-13-2018,11594824099,0.7346,199.45,256898.5131,3196.433,6176,20437.125,17319,13.83,217197,252756,8000141,36203199069,541797,768
10-14-2018,11723908779,0.7168,194.99,259153.1832,3220.776,6182,20465.0625,15242,13.79,191475,237995,8000221,35376080289,511719,770
10-15-2018,15629941859,0.6848,210.8,257050.9069,3215.462,6095,20313.375,17581,13.96,182281,268108,8000229,33358306047,562011,812
10-16-2018,12735518129,0.733,210.22,257301.1164,3205.597,6114,20380.96875,17645,13.93,192065,276793,8000296,35819639765,575450,821
10-17-2018,13443082264,0.7428,207.6,255963.6456,3189.854,6130,20399.15625,17763,13.92,195383,283209,8000191,36418616658,580354,803
10-18-2018,13150134317,0.7459,202.49,260467.6722,3237.578,6142,20437.59375,17769,13.88,248591,269713,8000246,36642236034,565791,809
10-19-2018,13701804233,0.7257,202.86,257014.036,3213.605,6065,20293.59375,18544,14.02,232920,264054,8000253,35201821247,601119,845
10-20-2018,13289407017,0.7268,205.08,254001.5821,3157.206,6158,20449.96875,15752,13.84,245369,255542,8000220,35802525028,534080,793
10-21-2018,12030570166,0.7341,204.77,250880.723,3128.315,6124,20356.59375,16116,13.95,213812,244530,8000266,35947512741,508014,805
10-22-2018,13162272626,0.7703,203.6,248448.5101,3114.619,6065,20248.78125,19571,14.07,263461,284592,8000248,37370081491,577314,827
10-23-2018,14521834338,0.7395,203.7,251290.444,3099.871,6168,20575.875,17617,13.82,229904,271429,8000290,36490238324,556231,836
10-24-2018,15173388388,0.773,202.92,252624.5976,3147.335,6124,20383.03125,20667,13.86,192655,273468,8000266,37871758031,532709,811
10-25-2018,16014791521,0.8162,201.23,248587.8675,3122.255,6123,20246.625,21879,13.91,210079,260627,8000306,39963554987,537236,756
10-26-2018,16417658883,0.7716,203.37,247418.1596,3064.793,6122,20502.09375,20114,13.93,205231,269457,8000235,37790304411,551218,853
10-27-2018,14137366445,0.7154,202.79,249171.0755,3127.761,6100,20242.78125,15214,14.05,222025,245069,8000232,34908844690,499165,783
10-28-2018,12960915217,0.7089,203.72,247255.9293,3096.523,6137,20309.0625,15574,13.85,222645,247335,8000151,34801193735,509862,762
10-29-2018,14943596679,0.7291,195.67,245030.1321,3051.838,6111,20396.0625,19679,13.87,223101,293856,8000154,35640730470,614695,826
10-30-2018,14925838057,0.7244,196.19,246201.3542,3099.49,6043,20171.25,19083,14.05,246601,302838,8000150,35022078049,608397,820
10-31-2018,14904469017,0.7232,197.85,250905.0699,3108.431,6157,20505.09375,17867,13.86,242185,295978,8000160,35624494130,585707,817
11-01-2018,14202259616,0.7171,198.73,244006.5278,3061.598,6069,20239.21875,18086,13.97,246810,274530,8000202,34809635846,589096,817
11-02-2018,15183112207,0.7172,201.02,238273.7031,3004.502,6069,20139.65625,17166,14,224767,239953,8000229,34820768824,548534,783
11-03-2018,16145620959,0.6944,199.47,238121.4847,3000.831,6119,20180.34375,15800,13.95,222388,231302,8000084,33992268567,505015,737
11-04-2018,13064568368,0.707,211.3,242188.0672,3033.495,6109,20283.09375,15888,13.92,164676,238198,8000123,34551676453,510848,789
11-05-2018,16749446191,0.7303,209.7,240396.5874,2989.388,6075,20394.09375,17562,14.03,175110,264180,8000216,35479168187,582354,873
11-06-2018,17333551729,0.7267,219.56,240620.5981,3013.425,6064,20251.78125,18894,13.99,246755,253403,8000158,35232747104,597166,835
11-07-2018,16337162082,0.7179,217.99,242339.0598,3002.738,6144,20481.46875,17796,13.9,205427,239804,8000139,35282954657,564602,829
11-08-2018,18892302279,0.7201,211.29,244303.624,3062.213,6066,20235.28125,18379,14.04,204822,234637,8000232,34928286756,555392,827
11-09-2018,15752819992,0.7054,209.39,239347.1981,3003.136,6091,20245.40625,17469,13.94,201540,259704,8000160,34364620711,547848,795
11-10-2018,12031282399,0.717,211.9,241506.2067,2999.301,6113,20418,16375,13.96,226292,240780,8000141,35048287080,489120,844
11-11-2018,10621852227,0.7205,211.7,246520.2576,3082.395,6121,20308.21875,17094,13.91,303995,265503,8000155,35261652912,527799,789
11-12-2018,14368146227,0.712,210.81,240140.4087,3007.847,6171,20312.53125,18419,13.82,230343,262680,8000097,35126834156,571162,727
11-13-2018,15059123069,0.6977,206.42,242075.0552,3032.519,6095,20270.0625,17702,13.93,190341,250433,8000119,33996251185,553590,802
11-14-2018,17416039750,0.7364,182.72,242719.7623,3062.799,6071,20119.125,18832,14.08,185638,259730,8000153,35751989357,582181,776
11-15-2018,18474728790,0.7221,181.53,241426.555,3069.795,6073,20011.3125,17646,14.02,144760,250766,8000199,35050498504,563051,722
11-16-2018,16120812190,0.7168,174.84,245905.3567,3089.012,6182,20274.75,17100,13.79,166027,241016,8000148,35420405742,552107,696
11-17-2018,13275250100,0.716,174.22,236757.3434,3013.973,6112,20020.40625,15503,13.96,176769,221406,8000118,34989887308,505581,675
11-18-2018,14895978165,0.7389,177.53,237403.7532,2991.786,6159,20209.21875,14681,13.87,158636,216845,8000163,36390346551,484801,697
11-19-2018,17028262287,0.8174,148.22,234641.4812,2996.309,5999,19913.53125,19002,14.15,146267,292342,8000310,39183219447,622942,767
11-20-2018,17960754304,0.7849,130.74,230234.6676,2925.335,6028,20015.625,19756,14.1,146852,266500,8000199,37830924179,625752,772
11-21-2018,15269813534,0.754,136.5,221561.8192,2789.703,6136,20229.5625,17952,13.92,198280,235548,8000042,36979108654,579531,726
11-22-2018,15007551180,0.7281,124.83,215752.1927,2756.727,6063,19933.40625,17791,14.12,207326,230275,7999960,35312592066,568895,699
11-23-2018,15807815573,0.7391,123.37,218447.3683,2764.59,6119,20121.375,17659,13.97,192478,230964,7999983,36169776966,559992,708
11-24-2018,15420458863,0.6625,112.75,216064.3952,2757.047,6119,20006.25,15618,13.94,169116,205019,7999973,32414441192,497091,652
11-25-2018,16305637620,0.6897,116.75,212268.4544,2707.01,6154,20018.71875,16512,13.91,158144,223133,7999944,33912327881,529038,621
11-26-2018,16319129861,0.7252,108.87,212144.5729,2694.691,6071,20047.03125,17255,14.04,166572,235607,8000024,35194617770,557388,731
11-27-2018,14675345264,0.7602,110.19,195098.6206,2516.274,5995,19749.375,17909,14.24,197046,224852,8000094,36450146880,565825,704
11-28-2018,16292970940,0.7942,122.88,187566.5787,2399.786,6026,19893.28125,19897,14.19,196754,249355,8000078,38279118175,622580,727
11-29-2018,20346219794,0.8291,117.48,190642.8421,2419.084,6121,20100,17814,13.95,149548,221155,8000035,40567003945,555591,688
11-30-2018,22652461526,0.8583,112.87,189699.1171,2425.633,6046,19921.78125,18642,14.09,190402,236868,8000146,41498304998,599039,711
12-01-2018,17360683398,0.7821,118.5,194472.9925,2512.706,6057,19763.0625,16263,14.13,150568,216397,7999944,37855433451,525757,630
12-02-2018,15744999974,0.7628,115.96,186119.0702,2425.443,6061,19630.21875,15282,14.08,159834,208558,8000046,36978836176,492410,569
12-03-2018,17352151387,0.7972,108.23,185698.7963,2421.793,6033,19600.875,18022,14.14,183392,223148,7999964,38468734821,548100,592
12-04-2018,17192821913,0.7973,109.82,189779.3064,2466.817,6039,19660.125,17972,14.27,181522,217979,7999924,38517989207,565202,608
12-05-2018,17707618986,0.8279,101.57,185236.3756,2399.104,6017,19706.0625,18963,14.36,194658,235788,8000116,39852764865,595937,654
12-06-2018,16361316325,0.8051,90.43,188467.1311,2443.511,6056,19742.25,19164,14.23,213209,232183,7999957,38989485540,590923,608
12-07-2018,16593133453,0.7878,93.61,180043.8657,2360.514,5972,19490.8125,18403,14.29,161395,246293,8000058,37593409260,572417,618
12-08-2018,12334654966,0.7544,91.44,176367.3456,2309.159,6023,19539.75,17322,14.15,214896,259985,8000138,36351324362,552651,576
12-09-2018,11985499611,0.7399,94.42,174777.9395,2289.043,6097,19577.25,16875,14.06,236458,229165,8000217,36042196703,507555,500
12-10-2018,13943396527,0.7299,90.7,184534.788,2359.598,6176,20030.34375,18196,13.81,296651,254919,8000053,36021573269,555379,581
12-11-2018,14800362183,0.7437,88.05,177759.9197,2350.544,5984,19357.3125,17723,14.3,262080,221500,8000105,35585775449,536006,550
12-12-2018,14460515241,0.7332,90.52,172754.9686,2258.098,6076,19606.3125,16675,14.09,253312,222636,8000550,35633103181,533920,534
12-13-2018,17612949432,0.7461,86.39,171179.1852,2219.037,6097,19764.375,17641,14.09,222441,224605,8000505,36378262445,565689,568
12-14-2018,29183615469,0.7342,83.9,167959.6613,2216.544,6014,19412.71875,18675,14.22,208150,225717,8000732,35301553719,567306,533
12-15-2018,12752651260,0.7444,84.27,171971.1573,2222.302,6115,19813.78125,16796,14.12,215901,232086,8000820,36402769541,551916,571
12-16-2018,11777989321,0.7418,85.39,169448.7942,2222.617,6039,19526.25,15879,14.29,235812,235005,8000992,35819776292,516697,548
12-17-2018,13823213704,0.7656,95.44,166783.1153,2241.416,5891,19068.1875,18889,14.51,215103,236333,8000556,36051418221,570051,538
12-18-2018,31672019232,0.7796,102.44,163361.85,2219.953,5861,18865.96875,19672,14.58,206054,223395,8000772,36527372942,556320,497
12-19-2018,15897547045,0.7859,100.63,165252.0656,2254.505,5849,18796.125,19629,14.61,201711,245097,8001436,36762367264,597824,484
12-20-2018,15781758963,0.7915,116.43,164235.7302,2241.347,5853,18806.4375,19588,14.59,204332,246086,8001443,37023946256,602429,478
12-21-2018,15818617345,0.7836,109.44,166137.2784,2263.365,5837,18829.59375,19662,14.57,207682,241999,8001385,36552504498,606526,505
12-22-2018,14021469358,0.7358,118.36,168323.7647,2267.411,5925,19038.46875,16613,14.41,205218,202438,8001373,34836369241,495551,489
12-23-2018,14622664850,0.7523,131.56,169348.9776,2300.952,5865,18869.4375,17293,14.56,170749,227784,8001504,35278772565,543655,494
12-24-2018,16608758417,0.778,140.87,177137.159,2386.132,5927,19045.03125,19050,14.42,214510,252832,8001123,36861433769,615551,487
12-25-2018,14765402060,0.7882,130.99,182556.3271,2456.45,5967,19079.4375,16454,14.32,174792,227288,8001073,37583083400,535001,454
12-26-2018,24477635489,0.7695,132.61,189689.6534,2526.466,5961,19244.4375,18494,14.35,233833,233172,8001123,36661738118,560047,526
12-27-2018,13530493595,0.7455,116.72,184499.9643,2498.949,5893,18935.8125,17564,14.47,276238,238363,8001150,35126659397,548411,486
12-28-2018,14151079675,0.7652,139.73,181452.6836,2451.91,5907,18980.15625,17910,14.55,251209,248362,8001304,36116056243,572189,487
12-29-2018,12984151825,0.7372,137.3,182108.4782,2438.65,5960,19155.375,16917,14.5,202145,242319,8001208,35134737753,543746,492
12-30-2018,15843483124,0.7864,141.33,183085.9828,2493.086,5886,18847.40625,14545,14.68,194855,207808,8001066,37035235634,460395,459
12-31-2018,13844116120,0.7414,133.49,185526.8826,2504.222,5921,19002.75,16503,14.59,275515,226013,8001276,35111827402,522040,480
01-01-2019,14330651283,0.7026,142.66,174844.3888,2398.247,5871,18715.875,13666,14.72,154076,201242,8001158,32962591808,448168,428
01-02-2019,13518333631,0.7468,156.57,180873.7589,2424.371,5931,19119.65625,18126,14.57,232928,240316,8001079,35364525440,589959,515
01-03-2019,12695511480,0.7613,149.44,181264.0069,2591.2,5580,17933.25,19343,15.48,223609,259752,8001115,33987627591,596620,464
01-04-2019,14197164275,0.7607,156.04,180399.7742,2592.14,5554,17831.90625,18872,15.56,199775,228945,8001140,33754357918,549398,459
01-05-2019,24120227063,0.7197,156.23,185468.098,2637.334,5620,18024.75,17351,15.37,189913,216107,8000991,32335694087,511189,456
01-06-2019,13443565864,0.6755,158.61,187186.1718,2696.38,5585,17804.71875,15855,15.47,172245,221028,8000995,30112976964,487372,413
01-07-2019,15727137336,0.7115,152.09,190298.3768,2701.574,5610,18041.625,18204,15.41,200445,249640,8001132,31915860028,550964,476
01-08-2019,13679045245,0.7011,151.1,184981.6534,2668.628,5562,17777.90625,17916,15.53,189455,246656,8001204,31137208059,553367,427
01-09-2019,13525936033,0.6978,151.17,190211.5117,2703.895,5610,18022.5,17865,15.4,195368,248538,8001283,31279267451,558847,468
01-10-2019,15364969669,0.7232,127.96,186276.7852,2674.363,5568,17846.8125,19150,15.52,190462,243553,8001229,32195149893,582839,450
