Date(UTC),Gas_Fees,Network_Utilization,Ether_Price,Network_Hash_Rate,Block_Difficulty,Block_Count_Reward,Block_Reward,Block_Size,Block_Time,Daily_Active_ERC20,Daily_Active_Eth,Gas_Limit,Gas_Used,Ethereum_Daily_Transactions,Uncles
03-07-2016,50440843854,0.0353,9.5,1047.5369,17.164,5026,25985.46875,1218,16.8,28,8044,3875339,665621532,23271,247
03-08-2016,53596473626,0.0307,9.88,1060.2446,17.492,5017,25823.125,1242,16.76,35,9472,4711522,724565328,24104,220
03-09-2016,38089619702,0.0307,11.55,1080.6917,17.867,4989,25743.28125,1279,16.81,43,9249,4712467,722145124,24557,237
03-10-2016,30204433047,0.0281,11.11,1124.5588,18.006,5196,26627.5,1222,16.18,40,9813,4712870,688871222,24814,200
03-11-2016,29035652694,0.0271,11.25,1152.2742,18.682,5065,26302.5,1211,16.68,44,9482,4712904,646851762,23124,264
03-12-2016,29197411911,0.0339,13.25,1215.6928,19.655,5023,26370.15625,1385,16.75,32,9981,4712924,802737599,27887,321
3-13-2016,30820960382,0.0343,15,1291.2983,20.15,5186,27250.46875,1392,16.08,26,10165,4712904,838358312,28127,351
3-14-2016,28509995013,0.0397,12.5,1246.4302,20.066,5108,26407.96875,1501,16.53,44,10423,4712957,956222024,28528,259
3-15-2016,26342144976,0.032,13.09,1295.5505,17.572,5979,31223.59375,1318,14.09,28,10370,4713075,903071543,29273,391
3-16-2016,25523949148,0.0314,12.92,1322.2236,17.778,6025,31490.15625,1316,14.01,28,9656,4713327,892420435,27596,401
3-17-2016,27708932990,0.0359,11.14,1369.4014,18.039,6082,32024.53125,1421,13.82,28,10288,4714210,1028386837,33531,477
3-18-2016,26302902480,0.0336,10.75,1354.7364,18.3,5962,31287.1875,1403,14.08,31,10764,4713155,944417594,31821,434
3-19-2016,29326753003,0.044,10.55,1419.6017,18.652,6082,32078.4375,1494,13.7,24,9581,4713287,1260165166,34779,494
3-20-2016,26655411712,0.0407,10.06,1450.4615,19.423,6027,31595.15625,1446,13.9,47,10077,4713325,1157109905,32447,425
3-21-2016,26198708915,0.0393,11.97,1430.1956,19.269,5994,31382.96875,1498,14.01,229,10321,4713399,1109953099,32511,419
3-22-2016,23516912695,0.0392,10.96,1466.4437,19.568,6071,31711.875,1514,13.85,1910,9781,4713157,1121742299,32890,404
3-23-2016,24515668491,0.0435,12.29,1389.2046,18.766,5974,31294.0625,1529,14.04,536,10094,4713319,1225594298,31786,422
3-24-2016,24817035022,0.0565,11.13,1505.2497,19.801,6101,32071.09375,1862,13.71,2513,10069,4714155,1626133605,36947,467
3-25-2016,28125320881,0.0459,10.69,1574.3074,20.872,6066,31889.84375,1621,13.78,1281,10032,4713540,1312008358,36762,451
3-26-2016,25100050063,0.0462,11,1620.192,21.414,6095,31935.3125,1538,13.72,5177,9849,4722269,1332524164,36646,442
3-27-2016,23366025518,0.029,10.5,1641.9153,21.977,6046,31630.78125,1261,13.85,422,10650,4713640,825632165,29974,409
3-28-2016,23293862605,0.0419,11.58,1608.6662,21.768,5999,31306.5625,1568,14.05,2480,10799,4713570,1184635969,33613,386
3-29-2016,24748798767,0.0346,11.73,1670.8109,22.514,6010,31437.8125,1389,13.98,499,12292,4713614,979937403,33915,402
3-30-2016,29356903690,0.0464,11.88,1712.2136,22.822,6047,31700.46875,1572,13.86,1745,12463,4713691,1322684855,36767,435
3-31-2016,23943731847,0.0382,11.41,1769.0299,23.889,6021,31388.90625,1405,13.95,488,11296,4713832,1083408441,32259,377
04-01-2016,23089731009,0.0379,11.63,1789.7099,23.749,6081,31884.6875,1493,13.75,2137,10957,4713679,1086582845,33320,430
04-02-2016,22939736669,0.0283,11.61,1726.9503,23.52,5936,31081.25,1235,14.12,413,10762,4713890,790470279,29358,408
04-03-2016,22705288437,0.0282,11.58,1825.8351,24.296,6035,31729.6875,1245,13.91,415,10813,4713803,801995961,29588,458
04-04-2016,23071306359,0.039,11.1,1909.2179,25.246,6086,31953.125,1502,13.8,2194,11664,4713616,1117941655,34907,448
04-05-2016,22855001812,0.045,10.39,1918.4151,25.706,6033,31574.84375,1528,13.94,5838,12096,4724565,1282980842,39173,415
04-06-2016,23774218158,0.0334,10.79,1894.4371,25.667,6004,31262.65625,1337,14.07,1019,11879,4713800,946603089,32078,373
04-07-2016,22920002717,0.0341,10.08,1812.6601,24.64,5953,31167.34375,1404,14.16,1583,11757,4713527,957476321,31893,403
04-08-2016,23663537901,0.039,9.74,1973.1984,26.14,6102,31914.375,1541,13.81,2210,11564,4714016,1120960125,34010,420
04-09-2016,23374699345,0.0316,9.16,1959.8205,26.843,5933,30913.59375,1318,14.12,904,11977,4714039,882969880,31923,375
04-10-2016,23678330657,0.0295,8.8,2036.3026,27.084,6065,31781.71875,1281,13.82,429,12827,4713934,843594204,32237,431
04-11-2016,23659454582,0.0289,8.72,1971.8315,27.012,5937,30966.5625,1262,14.14,408,12058,4713823,809577184,30327,370
04-12-2016,23059716953,0.0362,7.54,1930.8805,26.095,6015,31382.8125,1451,13.91,1334,12595,4713621,1025930028,34673,378
4-13-2016,25246911318,0.0439,8.02,2027.4732,27.243,6015,31486.09375,1477,13.95,938,12905,4718004,1248480822,36051,415
4-14-2016,25758426765,0.0394,8.48,2040.3898,27.545,6021,31401.09375,1406,13.91,932,12319,4718779,1121719747,34781,379
4-15-2016,22848354360,0.0369,8.22,2122.0072,28.307,6059,31733.4375,1412,13.86,3907,11839,4717797,1056627642,34959,418
4-16-2016,22969314896,0.0267,8.48,2151.0281,28.881,6019,31531.25,1215,13.93,266,11886,4714147,756208802,30483,416
4-17-2016,23167419890,0.0423,9.45,2099.2955,28.221,6015,31503.125,1917,13.91,221,12505,4721046,1201820598,40203,412
4-18-2016,22692256964,0.0318,8.92,2225.2231,29.524,6055,31859.53125,1351,13.79,973,12490,4713144,907032725,33513,457
4-19-2016,22921917181,0.0304,8.77,2224.0597,30.029,5969,31326.5625,1317,14,790,12427,4714315,853996868,32622,430
4-20-2016,23244541703,0.0378,8.54,2269.7286,30.156,6050,31831.40625,1359,13.88,778,12679,4714212,1076546004,32944,453
4-21-2016,24583057704,0.0442,8.16,2289.2977,30.872,5990,31373.90625,1504,14,596,12672,4715412,1249597416,37181,417
4-22-2016,23168317793,0.0324,7.83,2218.8202,29.74,6031,31576.71875,1291,13.94,231,12803,4714064,920182050,31678,415
4-23-2016,23328772911,0.0302,8.31,2314.4714,30.869,6051,31693.59375,1270,13.89,169,12584,4714236,861316279,31845,427
4-24-2016,22898306186,0.036,8,2281.4876,30.604,5981,31495,1433,13.95,1344,12692,4714252,1015487149,34046,460
4-25-2016,22894325246,0.0374,7.43,2398.2374,31.524,6104,32137.03125,1399,13.7,2833,13185,4716436,1078392266,35430,469
4-26-2016,24013247909,0.0335,7.5,2327.7401,31.493,5952,31287.8125,1344,14.05,577,13372,4714308,939517922,32582,434
4-27-2016,22769355411,0.0322,7.77,2343.4699,31.083,6062,31875,1314,13.87,239,13231,4713917,919149984,33847,452
4-28-2016,23151110557,0.0356,7.3,2398.094,32.024,6030,31682.5,1408,13.88,941,12993,4714138,1012268150,34343,440
4-29-2016,22517844341,0.0374,7.52,2445.412,32.661,6030,31683.59375,1423,13.88,889,14985,4713590,1063388022,37332,439
4-30-2016,23589420595,0.0484,8.83,2541.0507,33.709,6058,31891.71875,1588,13.84,315,19625,4714320,1383313281,45769,455
05-01-2016,24074701211,0.054,8.76,2519.2786,34.484,5942,31012.8125,1681,14.09,920,14504,4713107,1511731587,39578,370
05-02-2016,23735031560,0.0411,10.03,2435.2643,32.281,6080,31911.5625,1480,13.86,217,17590,4714088,1177337542,41748,438
05-03-2016,24296239464,0.0402,9.37,2570.8192,34.162,6054,31791.25,1446,13.78,250,14875,4713737,1146450482,37821,448
05-04-2016,23683442809,0.0426,9.43,2540.3269,34.166,5980,31458.75,1498,14.04,768,14517,4713920,1201616945,37484,444
05-05-2016,24293386757,0.0477,9.79,2548.6649,33.872,6037,31780,1486,13.92,292,14754,4715226,1358637069,38707,464
05-06-2016,23038005218,0.0564,9.27,2558.802,34.081,6022,31737.65625,1625,13.91,2777,14564,4715728,1602023916,41271,465
05-07-2016,23118154788,0.036,9.3,2546.9321,34.085,5988,31573.125,1375,13.97,273,14188,4714065,1015648265,35864,468
05-08-2016,23310345000,0.0442,9.44,2596.7218,34.463,6051,31849.21875,1530,13.83,938,14766,4714106,1261744195,40063,459
05-09-2016,23021017203,0.0414,9.32,2619.8292,34.883,6044,31801.40625,1460,13.96,288,15277,4713748,1179593620,38560,445
05-10-2016,23592720268,0.0427,9.39,2678.5523,35.703,6012,31700.9375,1481,13.85,336,15296,4714178,1210893421,40684,470
05-11-2016,23627226077,0.0501,9.97,2576.6882,34.84,5914,31253.125,1559,14.22,290,16737,4714185,1397950926,40811,476
05-12-2016,25330807567,0.0568,10.1,2640.5013,34.609,6099,32257.03125,1679,13.69,952,17110,4714093,1632935906,45002,493
5-13-2016,28093994639,0.058,10.48,2813.5085,36.815,6064,32196.71875,1674,13.65,251,18490,4713160,1656228527,47737,539
5-14-2016,23703052414,0.0548,10.14,2768.5727,36.846,5958,31667.8125,1683,13.93,874,16645,4713397,1537818716,45745,534
5-15-2016,22439773235,0.0505,9.94,2787.9132,37.115,6015,31808.59375,1540,13.94,221,16088,4714369,1432831255,43073,475
5-16-2016,22740132145,0.0446,11.04,2782.0494,37.377,5961,31511.5625,1491,14.03,725,15263,4713851,1254259751,37424,470
5-17-2016,22852181919,0.0449,12.26,2777.3602,36.463,6071,32192.1875,1515,13.74,248,16885,4714319,1284047189,40309,510
5-18-2016,23498384260,0.0533,13.29,2893.0189,37.901,6063,32404.375,1689,13.85,666,19510,4713459,1521937451,46033,532
5-19-2016,23539460755,0.0513,14.49,2959.2314,39.517,6011,31903.59375,1576,13.96,478,18335,4715213,1452477473,44523,459
5-20-2016,23617555647,0.0583,13.73,3019.804,40.048,6037,32089.6875,1677,13.9,235,17303,4713841,1658172149,45177,478
5-21-2016,22932813089,0.0573,13.95,3042.5019,40.655,5981,31839.53125,1673,14.02,681,16644,4714608,1615273249,43621,485
5-22-2016,22915048414,0.0443,14.21,3034.0969,40.059,6084,32256.25,1494,13.8,116,15543,4713821,1271624964,38895,460
5-23-2016,23047905809,0.0468,13.45,3047.7928,40.332,6013,32080.625,1568,13.91,185,18110,4714337,1325875411,43806,516
5-24-2016,23390787327,0.0445,12.62,3097.5979,41.105,6010,32003.28125,1528,14,257,17254,4713730,1261981585,42911,501
5-25-2016,23119167836,0.0516,12.53,3126.5085,41.016,6029,32357.03125,1670,13.91,202,17710,4713684,1466859954,46443,557
5-26-2016,22614164987,0.057,12.37,3161.323,41.95,6019,32044.375,1733,13.89,210,24304,4713891,1618046432,51147,492
5-27-2016,23740827315,0.0583,11.11,3175.1154,41.742,6045,32321.71875,1727,13.8,259,19767,4714074,1661028547,49006,527
5-28-2016,26746665349,0.1044,11.56,3253.1913,42.704,6019,32318.59375,2436,13.85,8117,25573,4714821,2961437212,70148,563
5-29-2016,23677018969,0.0575,12.28,3275.4294,43.619,6001,31972.34375,1675,13.91,1957,18728,4714194,1627804887,45890,487
5-30-2016,23145863918,0.0497,12.48,3266.9893,43.392,6007,32004.0625,1543,13.92,1302,17502,4713670,1408071800,42927,498
5-31-2016,22735089093,0.0503,13.85,3226.0808,43.586,5936,31532.96875,1594,14.14,1173,18220,4714210,1407740921,44386,459
06-01-2016,22687558792,0.0501,13.83,3170.4475,42,6039,32144.21875,1562,13.88,980,17481,4713960,1425852805,42221,483
06-02-2016,22831513081,0.0404,13.78,3240.5703,42.903,6072,32182.1875,1453,13.86,716,17325,4714600,1156113110,39666,454
06-03-2016,22754854055,0.04,13.78,3413.4593,44.992,6029,32272.1875,1429,13.81,637,16848,4714078,1136334398,39834,526
06-04-2016,22562926511,0.0391,13.66,3396.8318,44.999,6016,32141.5625,1409,13.85,620,16496,4715007,1107944429,37875,506
06-05-2016,22634657554,0.0383,13.85,3326.0748,44.881,5963,31583.125,1396,13.99,642,16430,4714409,1076614254,37896,440
06-06-2016,23217826841,0.0396,13.96,3441.9709,45.278,6108,32371.875,1426,13.69,680,17410,4714589,1140974452,38957,460
06-07-2016,23737534493,0.1004,14.41,3465.5588,46.207,5990,31945.9375,1693,13.95,775,17193,4719063,2845963523,46141,490
06-08-2016,23042966451,0.044,14.44,3478.0667,45.851,6091,32302.96875,1437,13.79,993,17781,4714509,1263496163,40433,463
06-09-2016,22658862386,0.0451,14.49,3639.7054,48.158,6092,32225.9375,1477,13.75,856,17199,4714373,1294746453,39854,438
06-10-2016,22804128940,0.0468,13.97,3424.0833,46.862,5902,31164.21875,1437,14.21,871,17682,4714931,1302395289,40145,411
06-11-2016,22375029283,0.0433,14.01,3555.18,46.817,6114,32375.46875,1382,13.68,944,14569,4713180,1248713565,36901,447
06-12-2016,22951154962,0.0455,15.57,3581.6422,47.368,6065,32216.875,1463,13.86,717,18481,4715962,1301471081,42581,468
6-13-2016,22759240658,0.0587,17.55,3714.9746,49.146,6084,32224.21875,1599,13.85,1037,21159,4714085,1682028208,46185,447
6-14-2016,22856579441,0.0615,18.7,3749.449,49.64,6035,32145.46875,1713,13.82,1465,21346,4714591,1750832772,50335,491
6-15-2016,22714226454,0.049,18.3,3718.5221,49.734,6007,31867.03125,1523,13.91,1184,19198,4714394,1386896176,43251,453
6-16-2016,23212696396,0.064,20.61,3717.1685,49.685,6015,31877.65625,1604,13.97,960,17847,4712945,1814513168,43392,449
6-17-2016,24632069593,0.3475,15.49,3864.3682,48.375,5849,33416.40625,2138,14.03,2900,26407,4749209,9699231882,66558,1053
6-18-2016,24843768913,0.4701,11.36,3764.232,45.685,5889,34387.1875,2044,13.76,2413,24516,4714242,13050992504,63083,1230
6-19-2016,22736174769,0.0865,12.33,3855.0105,49.439,6222,33195.46875,1624,13.43,1288,21472,4713312,2537463020,51035,515
6-20-2016,22691090048,0.0867,11.7,3814.1165,51.171,5949,31714.84375,1709,14.03,1140,20551,4713085,2430847865,47118,491
6-21-2016,25068845210,0.1009,12.71,3755.1058,49.999,5999,31988.4375,1629,13.97,1922,20631,4713173,2852692046,47323,490
6-22-2016,23017973391,0.0797,13.21,3914.4371,51.004,6139,32670.625,1614,13.65,1101,22427,4712996,2305841686,48615,492
6-23-2016,22617185981,0.0519,13.58,3993.7808,53.457,6003,31848.125,1513,14.01,572,19009,4712945,1467850211,41908,452
6-24-2016,22376397200,0.0645,14.25,3987.4979,52.792,6042,32171.875,1638,13.84,582,19562,4713445,1836377741,45331,484
6-25-2016,22497935939,0.0461,14.28,3971.3075,53.446,5998,31685.9375,1415,13.98,470,17645,4710953,1301309403,36684,422
6-26-2016,22141167067,0.052,13.82,4090.5901,53.892,6052,32314.6875,1453,13.85,799,21209,4202711,1272219947,41613,506
6-27-2016,22312348466,0.0673,14.04,4165.2564,55.306,6052,32094.84375,1410,13.89,535,18470,3143761,1279888878,39663,455
6-28-2016,22584213073,0.0748,12.15,4215.9351,55.833,6067,32161.40625,1482,13.8,606,20244,3271202,1469765402,43089,457
6-29-2016,22918582594,0.0904,12.76,4114.6487,54.938,5991,31870,1792,14.01,592,19018,4712216,2550844106,49897,480
6-30-2016,22446491113,0.1434,12.4,4137.6421,54.999,5985,31986.09375,2367,13.97,483,19130,4713204,4044720907,63952,515
07-01-2016,22618172634,0.0747,12.23,4235.8486,55.25,6127,32618.28125,1380,13.71,392,18578,4712682,2158272351,40085,497
07-02-2016,22174765936,0.0397,12.04,4246.5515,56.612,6003,31916.5625,1382,13.95,426,19154,4713667,1122621260,39257,478
07-03-2016,22438609328,0.0501,11.85,4343.8485,57.749,6045,32039.6875,1404,13.91,427,18784,4713560,1427198980,39757,454
07-04-2016,22445903080,0.0428,11.34,4332.1514,57.434,6067,32140.9375,1415,13.85,454,19746,4712411,1224175371,39950,450
07-05-2016,22791928270,0.0488,10.45,4335.0033,58.422,5949,31577.8125,1470,14.11,527,19620,4711458,1368607917,39270,462
07-06-2016,22376280596,0.0482,10.51,4336.5273,57.054,6088,32354.84375,1409,13.75,376,18934,4711333,1382496660,37900,479
07-07-2016,22363551641,0.0429,10.07,4320.9295,57.701,6036,31895.9375,1414,13.93,370,19141,4711678,1218807221,40433,434
07-08-2016,22368208463,0.0652,11.3,4345.7744,57.863,5996,31949.53125,1581,14.01,394,19848,4711337,1841766935,42506,493
07-09-2016,22412574674,0.0809,10.92,4356.4367,56.397,6126,32798.125,1417,13.71,543,19190,4711317,2334633560,40410,548
07-10-2016,22296567527,0.045,10.97,4385.4846,58.464,6046,31965.46875,1407,13.92,316,19177,4711269,1282671816,39358,435
07-11-2016,22505333819,0.0458,10.58,4454.888,59.261,6029,31985.3125,1421,13.87,380,18952,4711087,1300828006,38582,466
07-12-2016,22440652514,0.0537,10.54,4453.2789,59.737,6006,31761.09375,1567,13.99,386,19670,4711258,1519722103,40811,435
7-13-2016,22106770557,0.0401,10.44,4517.2296,59.851,6086,32158.59375,1357,13.85,387,17212,4710676,1149799735,35740,435
7-14-2016,22324847989,0.0526,11.55,4472.393,59.835,6001,31810.78125,1536,13.96,531,19793,4710269,1486527204,42809,457
7-15-2016,22150401292,0.0481,11.88,4402.0765,58.712,5988,31884.6875,1457,14.04,684,19468,4709863,1357561838,41110,490
7-16-2016,22453905433,0.0382,11.59,4426.8996,58.591,6081,32170.46875,1349,13.78,745,18614,4711033,1093312003,38062,447
7-17-2016,22385907496,0.0315,11.19,4446.0043,59.611,6029,31777.34375,1264,13.94,379,16017,4710029,894579244,33914,415
7-18-2016,22194304300,0.0411,11.03,4569.4936,59.774,6109,32498.125,1397,13.69,1478,17856,4709453,1183112877,39198,496
7-19-2016,21817375021,0.0484,11.63,4514.7929,60.393,5970,31773.90625,1502,14,525,25051,4712214,1362771496,44184,489
7-20-2016,22553228644,0.1288,12.54,4425.822,58.929,5946,31914.84375,1718,14.05,2248,22502,4711461,3608686150,50631,543
7-21-2016,22496025782,0.0542,12.66,4602.5527,59.763,6154,32783.75,1522,13.65,1654,21054,4710519,1572084963,44882,500
7-22-2016,22388524770,0.0619,14.82,4434.4853,59.596,5957,31690.625,1641,14.08,1087,23022,4711014,1736914290,48458,472
7-23-2016,22644090502,0.0518,14.4,4619.5511,60.797,6093,32395,1496,13.84,907,20894,4710949,1486891308,45006,472
7-24-2016,23334840904,0.058,12.63,4498.6015,60.912,5937,31476.25,1797,14.16,931,26650,4710831,1623408980,58215,444
7-25-2016,23055593809,0.0618,13.84,4353.0916,58.041,6030,31991.5625,1737,13.94,801,23722,4711126,1754648808,54856,450
7-26-2016,23802114598,0.0721,12.08,4147.0192,57.485,5809,30777.5,1946,14.42,810,29192,4711168,1974011991,61930,424
7-27-2016,22886382980,0.059,13.05,3975.9477,51.387,6175,32937.8125,1706,13.79,669,27088,4710791,1714851632,53035,510
7-28-2016,24336775150,0.0734,12.87,4230.6929,55.687,6081,32354.21875,1610,14.21,562,23697,4710949,2102090676,48555,483
7-29-2016,22951966479,0.0715,12.87,4137.8516,55.146,5979,31939.375,1598,14.45,480,21509,4711545,2014113080,47243,504
7-30-2016,22341575288,0.0486,12.57,4057.8986,54.679,5981,31641.71875,1460,14.44,419,20210,4710901,1369798941,42011,431
7-31-2016,22551495057,0.0476,11.86,4120.2423,54.483,6029,32219.53125,1585,14.33,359,21059,4710794,1351488065,48749,505
08-01-2016,22560601997,0.0485,11.04,4033.4068,54.442,5961,31594.375,1561,14.49,461,21248,4711025,1361547316,45978,440
08-02-2016,22679744211,0.0545,8.3,3736.2769,50.797,5894,31355.15625,1687,14.66,591,19845,4710455,1514488094,49041,461
08-03-2016,22667499175,0.0526,10.42,3614.2588,48.633,5984,31707.65625,1665,14.44,382,22256,4710898,1482317473,49475,437
08-04-2016,22424068262,0.0503,11.21,3936.9981,51.09,6192,32852.8125,1617,13.95,385,21443,4710665,1466374182,46761,466
08-05-2016,22709716839,0.0456,11.05,4031.1962,53.305,6065,32232.03125,1527,14.24,302,20390,4710698,1304026331,43212,469
08-06-2016,22261007498,0.0418,10.95,3924.4177,53.004,5978,31589.84375,1465,14.46,218,19234,4711247,1177530476,41487,419
08-07-2016,22143757119,0.0441,10.98,4058.0205,53.578,6077,32291.09375,1473,14.22,261,19759,4711547,1262729849,42955,467
08-08-2016,22238663553,0.0899,11.29,4136.7742,54.81,6059,32175.9375,1504,14.26,265,19724,4711440,2565817408,42984,462
08-09-2016,22880314198,0.0485,12.22,4353.1675,56.755,6130,32666.40625,1592,14.1,679,21994,4711480,1400157039,47057,497
08-10-2016,22839922128,0.0516,12.22,4442.4061,58.86,6054,32162.96875,1607,14.27,359,20365,4711080,1471694578,46290,467
08-11-2016,22430005194,0.05,11.68,4538.8823,60.119,6068,32204.84375,1621,14.24,288,21935,4710417,1428325553,48171,455
08-12-2016,23389186213,0.0468,11.78,4529.4509,60.031,6014,32103.28125,1559,14.37,278,19484,4711106,1326666513,44400,505
8-13-2016,22116282460,0.0401,11.56,4479.0387,59.674,6032,31998.90625,1431,14.32,225,19018,4711142,1140082745,41088,453
8-14-2016,22080023368,0.0386,11.21,4488.9892,59.899,6034,31968.90625,1406,14.32,194,19172,4711301,1096874038,40577,441
8-15-2016,22387394758,0.0428,11.21,4512.4457,59.514,6090,32328.90625,1467,14.19,247,19571,4710725,1226846171,42302,461
8-16-2016,22133315567,0.0497,11.17,4623.2492,61.567,6054,32037.1875,1621,14.27,1230,20537,4711205,1418034622,48949,434
8-17-2016,22449010538,0.0457,10.77,4616.8304,61.463,6009,31994.53125,1532,14.38,264,19660,4711333,1294638318,44867,481
8-18-2016,22271755769,0.0574,10.77,4717.6488,61.11,6100,32789.0625,1663,14.16,195,19253,4711047,1649547423,47799,570
8-19-2016,23013031811,0.0467,10.71,4666.3602,62.459,6014,31841.40625,1491,14.37,217,19624,4709864,1322051295,42948,441
8-20-2016,22008202022,0.0426,11.28,4807.7401,63.447,6055,32235.625,1453,14.27,235,19382,4710609,1214018556,41318,492
8-21-2016,22724928781,0.0446,11.14,4860.5322,63.103,6084,32692.34375,1480,14.2,356,19699,4710156,1279475184,42543,571
8-22-2016,22323641612,0.0475,11.07,4890.1286,64.446,6078,32292.8125,1526,14.22,455,19708,4710135,1358467325,44250,478
8-23-2016,22472449180,0.1214,11.01,4980.5674,65.758,6015,32183.90625,2023,14.36,489,21173,4709295,3437976497,48430,529
8-24-2016,22134955112,0.0479,11.01,4968.8061,65.493,6053,32273.4375,1590,14.28,410,19583,4709493,1365497931,46821,502
8-25-2016,21662495420,0.0524,11.35,5076.846,67.338,6094,32135.625,1663,14.18,318,21112,4709477,1503181516,49868,420
8-26-2016,22060468684,0.0511,11.26,5242.0628,70.035,6006,31871.40625,1610,14.39,365,19679,4709561,1446149563,47292,461
8-27-2016,22084491734,0.0453,11.19,5241.1926,69.02,6076,32306.40625,1586,14.22,293,19502,4709742,1297050238,47938,485
